,0,1
19,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0516137.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0516137_mask.png
20,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0517140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0517140_mask.png
21,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0518140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0518140_mask.png
22,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0519140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0519140_mask.png
23,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0520140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0520140_mask.png
24,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0521140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0521140_mask.png
25,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0522140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0522140_mask.png
26,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0523140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0523140_mask.png
27,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0524140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0524140_mask.png
28,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0525140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0525140_mask.png
29,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0526140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0526140_mask.png
30,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0527140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0527140_mask.png
31,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0528140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0528140_mask.png
32,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0529140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0529140_mask.png
33,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0530140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0530140_mask.png
34,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0531140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0531140_mask.png
35,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0532140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0532140_mask.png
36,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0533140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0533140_mask.png
37,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0534140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0534140_mask.png
38,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0535140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0535140_mask.png
39,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0536141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0536141_mask.png
40,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0537141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0537141_mask.png
41,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0538141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0538141_mask.png
42,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0539141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0539141_mask.png
43,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0540141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0540141_mask.png
44,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0541141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0541141_mask.png
45,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0542141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0542141_mask.png
46,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0543141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0543141_mask.png
47,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0544141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0544141_mask.png
48,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0545141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0545141_mask.png
49,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0546141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0546141_mask.png
50,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0547141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0547141_mask.png
51,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0548141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0548141_mask.png
52,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0549138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0549138_mask.png
53,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0550138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0550138_mask.png
54,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0551138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0551138_mask.png
55,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0552138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0552138_mask.png
56,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0553138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0553138_mask.png
57,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0554138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0554138_mask.png
58,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0555138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0555138_mask.png
59,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0556138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0556138_mask.png
60,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0557138.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0557138_mask.png
61,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0558139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0558139_mask.png
62,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0559139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0559139_mask.png
63,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0560139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0560139_mask.png
64,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0561139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0561139_mask.png
65,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0562139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0562139_mask.png
66,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0563139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0563139_mask.png
67,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0564139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0564139_mask.png
68,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0565139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0565139_mask.png
69,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0566139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0566139_mask.png
70,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0567139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0567139_mask.png
71,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0568139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0568139_mask.png
72,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0569139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0569139_mask.png
73,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0570139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0570139_mask.png
74,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0571139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0571139_mask.png
75,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0572139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0572139_mask.png
76,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0573139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0573139_mask.png
77,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0574139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0574139_mask.png
78,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0575139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0575139_mask.png
79,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0576139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0576139_mask.png
80,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0577139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0577139_mask.png
81,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0578139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0578139_mask.png
82,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0579139.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0579139_mask.png
83,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0580140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0580140_mask.png
84,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0581140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0581140_mask.png
85,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0582140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0582140_mask.png
86,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0583140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0583140_mask.png
87,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0584140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0584140_mask.png
88,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0585140.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0585140_mask.png
89,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0586143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0586143_mask.png
90,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0587143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0587143_mask.png
91,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0588143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0588143_mask.png
92,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0589143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0589143_mask.png
93,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0590143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0590143_mask.png
94,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0591143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0591143_mask.png
95,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0592143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0592143_mask.png
96,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0593143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0593143_mask.png
97,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0594143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0594143_mask.png
98,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0595143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0595143_mask.png
99,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0596144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0596144_mask.png
100,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0597144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0597144_mask.png
101,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0598144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0598144_mask.png
102,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0599144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0599144_mask.png
103,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0600144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0600144_mask.png
104,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0601144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0601144_mask.png
105,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0602144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0602144_mask.png
106,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0603144.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0603144_mask.png
107,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0604145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0604145_mask.png
108,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0605145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0605145_mask.png
109,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0606145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0606145_mask.png
110,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0607145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0607145_mask.png
111,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0608145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0608145_mask.png
112,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0609145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0609145_mask.png
113,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0610145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0610145_mask.png
114,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0611145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0611145_mask.png
115,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0612145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0612145_mask.png
116,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0613145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0613145_mask.png
117,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0614145.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0614145_mask.png
118,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0615141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0615141_mask.png
119,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0616141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0616141_mask.png
120,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0617141.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0617141_mask.png
121,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0618142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0618142_mask.png
122,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0619142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0619142_mask.png
123,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0620142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0620142_mask.png
124,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0621142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0621142_mask.png
125,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0622142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0622142_mask.png
126,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0623142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0623142_mask.png
127,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0624142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0624142_mask.png
128,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0625142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0625142_mask.png
129,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0626142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0626142_mask.png
130,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0627142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0627142_mask.png
131,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0628142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0628142_mask.png
132,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0629142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0629142_mask.png
133,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0630142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0630142_mask.png
134,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0631142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0631142_mask.png
135,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0632142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0632142_mask.png
136,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0633142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0633142_mask.png
137,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0634142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0634142_mask.png
138,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0635142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0635142_mask.png
139,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0636142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0636142_mask.png
140,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0637142.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0637142_mask.png
141,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0638143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0638143_mask.png
142,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0639143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0639143_mask.png
143,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0640143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0640143_mask.png
144,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0641143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0641143_mask.png
145,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0642143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0642143_mask.png
146,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0643143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0643143_mask.png
147,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0644143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0644143_mask.png
148,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0645143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0645143_mask.png
149,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0646143.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0646143_mask.png
150,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0647148.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0647148_mask.png
151,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0648148.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0648148_mask.png
152,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0649149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0649149_mask.png
153,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0650149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0650149_mask.png
154,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0651149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0651149_mask.png
155,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0652149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0652149_mask.png
156,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0653149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0653149_mask.png
157,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0654149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0654149_mask.png
158,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0655149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0655149_mask.png
159,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0656149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0656149_mask.png
160,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0657149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0657149_mask.png
161,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0658149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0658149_mask.png
162,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0659149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0659149_mask.png
163,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0660149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0660149_mask.png
164,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0661149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0661149_mask.png
165,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0662149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0662149_mask.png
166,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0663149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0663149_mask.png
167,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0664149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0664149_mask.png
168,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0665149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0665149_mask.png
169,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/images/0666149.png,/data/flahartyka/finetune-SAM/datasets/cervical-multilabel/masks/0666149_mask.png
