img_path,ground_truth_label
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0098053.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0099053.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0100053.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0101120.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0102120.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0103121.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0104121.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0105121.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0106121.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0107122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0108122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0109122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0110122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0111122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0112122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0113122.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0114123.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0115123.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0116123.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0117123.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0118123.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0119123.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0120124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0121124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0122124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0123124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0124124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0125124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0126124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0127124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0128124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0129124.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0130125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0131125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0132125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0133125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0134125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0135125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0136125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0137125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0138125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0139125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0140125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0141125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0142125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0143125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0144125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0145125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0146125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0147125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0148125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0149125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0150125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0151125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0152125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0153125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0154125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0155125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0156125.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0157126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0158126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0159126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0160126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0161126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0162126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0163126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0164126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0165126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0166126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0167126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0168126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0169126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0170126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0171126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0172126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0173126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0174126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0175126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0176126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0177126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0178126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0179126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0180126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0181126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0182126.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0183127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0184127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0185127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0186127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0187127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0188127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0189127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0190127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0191127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0192127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0193127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0194127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0195127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0196127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0197127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0198127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0199127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0200127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0201127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0202127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0203127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0204127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0205127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0206127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0207127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0208127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0209127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0210127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0211127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0212127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0213127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0214127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0215127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0216127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0217127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0218127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0219127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0220127.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0221128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0222128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0223128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0224128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0225128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0226128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0227128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0228128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0229128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0230128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0231128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0232128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0233128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0234128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0235128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0236128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0237128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0238128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0239128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0240128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0241128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0242128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0243128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0244128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0245128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0246128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0247128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0248128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0249128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0250128.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0251129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0252129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0253129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0254129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0255129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0256129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0257129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0258129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0259129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0260129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0261129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0262129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0263129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0264129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0265129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0266129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0267129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0268129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0269129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0270129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0271129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0272129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0273129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0274129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0275129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0276129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0277129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0278129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0279129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0280129.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0281130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0282130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0283130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0284130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0285130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0286130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0287130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0288130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0289130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0290130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0291130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0292130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0293130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0294130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0295130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0296130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0297130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0298130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0299130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0300130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0301130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0302130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0303130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0304130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0305130.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0306131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0307131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0308131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0309131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0310131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0311131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0312131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0313131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0314131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0315131.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0316133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0317133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0318133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0319133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0320133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0321133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0322133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0323133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0324133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0325133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0326133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0327133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0328133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0329133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0330133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0331133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0332133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0333133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0334133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0335133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0336133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0337133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0338133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0339133.png,0;1
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0340133.png,0;1
